day,p09,p16,overnight,intraday,gap_days
2025-05-04,1830.18,1828.4,-0.004368380108910275,-0.0009725819318318063,1.0
2025-05-05,1805.65,1816.44,-0.012442572741194535,0.005975687425580745,1.0
2025-05-06,1775.22,1784.79,-0.022692739644579518,0.005390881130226122,1.0
2025-05-07,1830.7,1795.82,0.025722914180379863,-0.019052821325176272,1.0
2025-05-08,1959.7,2117.83,0.09125636199619125,0.08069092207991013,1.0
2025-05-09,2339.99,2331.57,0.10489982670941478,-0.0035983059756663494,1.0
2025-05-10,2408.28,2499.48,0.032900577722307256,0.037869350739947016,1.0
2025-05-11,2515.63,2508.02,0.006461343959543564,-0.0030250871551062986,1.0
2025-05-12,2549.68,2460.36,0.0166107128332309,-0.03503184713375784,1.0
2025-05-13,2524.69,2690.94,0.02614658017525895,0.06584966867219344,1.0
2025-05-14,2613.18,2605.1,-0.02889696537269515,-0.003092018154126408,1.0
2025-05-15,2553.0,2530.98,-0.019999232275152545,-0.008625146886016455,1.0
2025-05-16,2598.5,2591.8,0.02667741349200714,-0.002578410621512317,1.0
2025-05-17,2472.33,2470.19,-0.04609537772976324,-0.0008655802421196901,1.0
2025-05-18,2508.26,2408.2,0.015411769944822185,-0.0398921961838089,1.0
2025-05-19,2401.2,2518.82,-0.00290673532098662,0.04898384141262713,1.0
2025-05-20,2484.39,2501.28,-0.013669099022558306,0.00679844951879538,1.0
2025-05-21,2539.2,2512.79,0.015160237958165235,-0.010400913673597967,1.0
2025-05-22,2657.7,2634.51,0.05766896557213297,-0.008725589795687827,1.0
2025-05-23,2548.5,2560.98,-0.03264743728435282,0.00489699823425549,1.0
2025-05-24,2559.19,2554.47,-0.0006989511827503181,-0.001844333558665201,1.0
2025-05-25,2517.09,2526.6,-0.014633172438901054,0.003778172413382075,1.0
2025-05-26,2568.6,2541.22,0.0166231298978865,-0.010659503231332246,1.0
2025-05-27,2648.33,2687.53,0.04214904652096241,0.014801780744846837,1.0
2025-05-28,2666.93,2617.79,-0.007665030715936383,-0.01842568046405413,1.0
2025-05-29,2693.26,2650.12,0.02882966166117229,-0.01601776285987999,1.0
2025-05-30,2610.2,2574.41,-0.015063468824053294,-0.013711592981380694,1.0
